chrom,chromStart,chromEnd,strand,GM12878,lifted
chr9,114168362,114168618,+,0,False
chr9,122788680,122788936,+,0,False
chr9,124011815,124012071,+,0,False
chr9,126335092,126335348,+,0,False
chr9,128276030,128276286,-,0,False
chr9,128683429,128683685,+,0,False
chr9,128987853,128988109,+,0,False
chr9,129122881,129123137,+,0,False
chr9,129493275,129493531,+,0,False
chr9,130043137,130043393,-,0,False
chr9,131393672,131393928,+,0,False
chr9,132355015,132355271,-,0,False
chr9,132669833,132670089,+,0,False
chr9,133064154,133064410,+,0,False
chr9,133121222,133121478,-,0,False
chr9,133349767,133350023,+,0,False
chr9,134030071,134030327,+,0,False
chr9,134326158,134326414,+,0,False
chr9,135545879,135546135,+,0,False
chr9,135792007,135792263,+,0,False
chr9,136304084,136304340,-,0,False
chr9,136304111,136304367,-,0,False
chr9,136483526,136483782,+,0,False
chr9,136545818,136546074,-,0,False
chr9,136758152,136758408,-,0,False
chr9,137138800,137139056,+,0,False
chr9,137139234,137139490,+,0,False
chr9,137459287,137459543,-,0,False
chr9,137605450,137605706,+,0,False
chr9,137877516,137877772,+,0,False
chr10,134842,135098,+,0,False
chr10,485145,485401,-,0,False
chr10,1200217,1200473,-,0,False
chr10,5666787,5667043,-,0,False
chr10,6583444,6583700,+,0,False
chr10,11869774,11870030,+,0,False
chr10,12349374,12349630,+,0,False
chr10,13099692,13099948,-,0,False
chr10,13707645,13707901,-,0,False
chr10,15046809,15047065,+,0,False
chr10,17023371,17023627,-,0,False
chr10,17228866,17229122,+,0,False
chr10,17386765,17387021,+,0,False
chr10,17751928,17752184,+,0,False
chr10,17751985,17752241,+,0,False
chr10,17751995,17752251,+,0,False
chr10,17771033,17771289,+,0,False
chr10,17771070,17771326,+,0,False
chr10,17809077,17809333,+,0,False
chr10,17809100,17809356,+,0,False
chr10,17874865,17875121,+,0,False
chr10,18260996,18261252,+,0,False
chr10,19488745,19489001,+,0,False
chr10,21174363,21174619,-,0,False
chr10,21518122,21518378,-,0,False
chr10,23136581,23136837,+,0,False
chr10,23193087,23193343,+,0,False
chr10,23694627,23694883,+,0,False
chr10,23694670,23694926,+,0,False
chr10,24952630,24952886,-,0,False
chr10,25465939,25466195,+,0,False
chr10,29288841,29289097,+,0,False
chr10,32958355,32958611,-,0,False
chr10,33005767,33006023,-,0,False
chr10,35195935,35196191,+,0,False
chr10,42638585,42638841,-,0,False
chr10,42691751,42692007,-,0,False
chr10,45147148,45147404,+,0,False
chr10,45972353,45972609,-,0,False
chr10,45972427,45972683,+,0,False
chr10,46003142,46003398,+,0,False
chr10,46375356,46375612,+,0,False
chr10,46375368,46375624,+,0,False
chr10,46375529,46375785,+,0,False
chr10,46786508,46786764,+,0,False
chr10,46911206,46911462,+,0,False
chr10,47483973,47484229,-,0,False
chr10,47484081,47484337,-,0,False
chr10,47484133,47484389,-,0,False
chr10,47705594,47705850,+,0,False
chr10,47705827,47706083,+,0,False
chr10,47918422,47918678,+,0,False
chr10,48466695,48466951,-,0,False
chr10,48789857,48790113,+,0,False
chr10,49941817,49942073,+,0,False
chr10,50625161,50625417,-,0,False
chr10,58715219,58715475,+,0,False
chr10,62374096,62374352,+,0,False
chr10,67665631,67665887,-,0,False
chr10,67696219,67696475,-,0,False
chr10,67838091,67838347,-,0,False
chr10,68956189,68956445,+,0,False
chr10,69318551,69318807,+,0,False
chr10,69802255,69802511,+,0,False
chr10,72222855,72223111,+,0,False
chr10,72273783,72274039,+,0,False
chr10,73097035,73097291,-,0,False
chr10,73097078,73097334,-,0,False
chr10,73730506,73730762,+,0,False
chr10,74825146,74825402,+,0,False
chr10,75401430,75401686,-,0,False
chr10,77857290,77857546,-,0,False
chr10,77889324,77889580,-,0,False
chr10,80538146,80538402,+,0,False
chr10,86959054,86959310,+,0,False
chr10,87864332,87864588,+,0,False
chr10,87939064,87939320,+,0,False
chr10,90921043,90921299,-,0,False
chr10,90921112,90921368,-,0,False
chr10,90921128,90921384,-,0,False
chr10,90921195,90921451,-,0,False
chr10,90921227,90921483,-,0,False
chr10,90946938,90947194,+,0,False
chr10,92497717,92497973,-,0,False
chr10,92691659,92691915,+,0,False
chr10,93496405,93496661,+,0,False
chr10,93757570,93757826,+,0,False
chr10,93757856,93758112,+,0,False
chr10,97102508,97102764,+,0,False
chr10,99926958,99927214,+,0,False
chr10,100186046,100186302,-,0,False
chr10,100529433,100529689,-,0,False
chr10,101032289,101032545,-,0,False
chr10,101034533,101034789,+,0,False
chr10,101818804,101819060,+,0,False
chr10,102394364,102394620,+,0,False
chr10,102449621,102449877,+,0,False
chr10,102869474,102869730,+,0,False
chr10,104085762,104086018,-,0,False
chr10,110884108,110884364,+,0,False
chr10,112373755,112374011,+,0,False
chr10,112537459,112537715,+,0,False
chr10,114575529,114575785,-,0,False
chr10,114658263,114658519,-,0,False
chr10,115093147,115093403,+,0,False
chr10,116545646,116545902,+,0,False
chr10,119207292,119207548,+,0,False
chr10,120850927,120851183,+,0,False
chr10,122290813,122291069,+,0,False
chr10,122375000,122375256,+,0,False
chr10,122699799,122700055,-,0,False
chr10,122879524,122879780,-,0,False
chr10,122910388,122910644,+,0,False
chr10,123991501,123991757,+,0,False
chr10,125698878,125699134,+,0,False
chr10,125752083,125752339,-,0,False
chr10,130136464,130136720,+,0,False
chr10,131900449,131900705,+,0,False
chr10,131900734,131900990,+,1,False
chr10,131900761,131901017,+,1,False
chr10,131900793,131901049,+,0,False
chr10,132332036,132332292,+,0,False
chr10,132444098,132444354,+,0,False
chr11,236821,237077,-,0,False
chr11,288842,289098,+,0,False
chr11,320713,320969,-,0,False
chr11,320889,321145,-,0,False
chr11,620389,620645,-,0,False
chr11,720406,720662,+,0,False
chr11,794800,795056,-,0,False
chr11,809083,809339,+,0,False
chr11,915202,915458,-,0,False
chr11,1017133,1017389,-,0,False
chr11,1093976,1094232,+,0,False
chr11,1094290,1094546,+,0,False
chr11,1094417,1094673,+,0,False
chr11,1094650,1094906,+,0,False
chr11,1094715,1094971,+,0,False
chr11,1094742,1094998,+,0,False
chr11,1095020,1095276,+,0,False
chr11,1095126,1095382,+,0,False
chr11,1095168,1095424,+,0,False
chr11,1095177,1095433,+,0,False
chr11,1095199,1095455,+,0,False
chr11,1095225,1095481,+,0,False
chr11,1095240,1095496,+,0,False
chr11,1095263,1095519,+,0,False
chr11,1095303,1095559,+,0,False
chr11,1095332,1095588,+,0,False
chr11,1095371,1095627,+,0,False
chr11,1095407,1095663,+,0,False
chr11,1095442,1095698,+,0,False
chr11,1095510,1095766,+,0,False
chr11,1095533,1095789,+,0,False
chr11,1095715,1095971,+,0,False
chr11,1095783,1096039,+,0,False
chr11,1095880,1096136,+,0,False
chr11,1095992,1096248,+,0,False
chr11,1096024,1096280,+,0,False
chr11,1096059,1096315,+,0,False
chr11,1185363,1185619,+,0,False
chr11,1186077,1186333,+,0,False
chr11,1186161,1186417,+,0,False
chr11,1186196,1186452,+,0,False
chr11,1186266,1186522,+,0,False
chr11,1186940,1187196,+,0,False
chr11,1188849,1189105,+,0,False
chr11,1188886,1189142,+,0,False
chr11,1188933,1189189,+,0,False
chr11,1188956,1189212,+,0,False
chr11,1188968,1189224,+,0,False
chr11,1189028,1189284,+,0,False
chr11,1189085,1189341,+,0,False
chr11,1189136,1189392,+,0,False
chr11,1189150,1189406,+,0,False
chr11,1189251,1189507,+,0,False
chr11,1189337,1189593,+,0,False
chr11,1189375,1189631,+,0,False
chr11,1190232,1190488,+,0,False
chr11,1190388,1190644,+,0,False
chr11,1222845,1223101,+,0,False
chr11,1222874,1223130,+,0,False
chr11,1245566,1245822,+,0,False
chr11,1246242,1246498,+,0,False
chr11,1247235,1247491,+,0,False
chr11,1248240,1248496,+,0,False
chr11,1442278,1442534,+,0,False
chr11,1685669,1685925,-,0,False
chr11,1868379,1868635,+,0,False
chr11,2166765,2167021,-,0,False
chr11,2382237,2382493,+,0,False
chr11,3164191,3164447,-,0,False
chr11,3379094,3379350,-,0,False
chr11,3797430,3797686,-,0,False
chr11,3797465,3797721,-,0,False
chr11,3797571,3797827,-,0,False
chr11,4704571,4704827,+,0,False
chr11,6528869,6529125,+,0,False
chr11,6683617,6683873,-,0,False
chr11,7485147,7485403,+,0,False
chr11,7987119,7987375,+,0,False
chr11,7987147,7987403,+,0,False
chr11,8081001,8081257,+,0,False
chr11,8871238,8871494,-,0,False
chr11,10541142,10541398,-,0,False
chr11,10857949,10858205,+,0,False
chr11,12093844,12094100,+,0,False
chr11,14891347,14891603,-,0,False
chr11,14970026,14970282,-,0,False
chr11,15234615,15234871,+,0,False
chr11,17734584,17734840,+,0,False
chr11,17735473,17735729,+,0,False
chr11,18266098,18266354,+,0,False
chr11,18266157,18266413,+,0,False
chr11,18266193,18266449,+,0,False
chr11,18266629,18266885,+,0,False
chr11,18266663,18266919,+,0,False
chr11,18268939,18269195,+,0,False
chr11,18268978,18269234,+,0,False
chr11,18269025,18269281,+,0,False
chr11,18269526,18269782,+,0,False
chr11,18269599,18269855,+,0,False
chr11,18412032,18412288,+,0,False
chr11,18526493,18526749,-,0,False
chr11,18526523,18526779,-,0,False
chr11,18939435,18939691,-,0,False
chr11,19202004,19202260,-,0,False
chr11,20049208,20049464,-,0,False
chr11,20387513,20387769,+,0,False
chr11,22192873,22193129,+,0,False
chr11,26189038,26189294,+,0,False
chr11,26722044,26722300,-,0,False
chr11,27722021,27722277,-,0,False
chr11,31804067,31804323,-,0,False
chr11,31815724,31815980,+,0,False
chr11,31817885,31818141,-,0,False
chr11,32435547,32435803,+,0,False
chr11,33722699,33722955,-,0,False
chr11,34095571,34095827,+,0,False
chr11,34890553,34890809,-,0,False
chr11,35419977,35420233,-,0,False
chr11,36573294,36573550,+,0,False
chr11,43880641,43880897,+,0,False
chr11,44565328,44565584,+,0,False
chr11,44565353,44565609,+,0,False
chr11,44565366,44565622,+,0,False
chr11,45847412,45847668,+,0,False
chr11,46277457,46277713,+,0,False
chr11,46277552,46277808,+,0,False
chr11,46381040,46381296,+,0,False
chr11,46846216,46846472,-,0,False
chr11,46846170,46846426,+,0,False
chr11,47352679,47352935,-,0,False
chr11,47565223,47565479,+,0,False
chr11,49208576,49208832,-,0,False
chr11,57427065,57427321,-,0,False
chr11,57599782,57600038,+,0,False
chr11,57763656,57763912,+,0,False
chr11,58927502,58927758,+,0,False
chr11,60243047,60243303,-,0,False
chr11,60455582,60455838,+,1,False
chr11,61817151,61817407,-,0,False
chr11,61967453,61967709,-,0,False
chr11,61967587,61967843,-,0,False
chr11,62546726,62546982,-,0,False
chr11,62546736,62546992,-,0,False
chr11,62546754,62547010,-,0,False
chr11,62546767,62547023,-,0,False
chr11,62546851,62547107,-,0,False
chr11,62573942,62574198,-,0,False
chr11,62573951,62574207,-,0,False
chr11,62706227,62706483,-,0,False
chr11,63505987,63506243,+,0,False
chr11,63614492,63614748,-,0,False
chr11,64000545,64000801,+,0,False
chr11,64197044,64197300,+,0,False
chr11,64245633,64245889,+,0,False
chr11,64744993,64745249,-,0,False
chr11,64745701,64745957,-,0,False
chr11,64879669,64879925,-,0,False
chr11,65552631,65552887,-,0,False
chr11,65857007,65857263,-,0,False
chr11,65859363,65859619,+,0,False
chr11,66026500,66026756,-,0,False
chr11,67022541,67022797,+,0,False
chr11,67266176,67266432,+,0,False
chr11,67414524,67414780,+,0,False
chr11,67414550,67414806,+,0,False
chr11,69775286,69775542,-,0,False
chr11,71452877,71453133,+,0,False
chr11,72223463,72223719,+,0,False
chr11,73141991,73142247,-,0,False
chr11,73598010,73598266,-,0,False
chr11,73598047,73598303,-,0,False
chr11,73646287,73646543,+,0,False
chr11,73646348,73646604,+,0,False
chr11,74171127,74171383,+,0,False
chr11,74731189,74731445,-,0,False
chr11,74988730,74988986,+,0,False
chr11,75768323,75768579,+,0,False
chr11,76783897,76784153,+,0,False
chr11,77820836,77821092,-,0,False
chr11,77820858,77821114,-,0,False
chr11,77820885,77821141,-,0,False
chr11,78417755,78418011,-,0,False
chr11,84437728,84437984,-,0,False
chr11,85811108,85811364,-,0,False
chr11,86244305,86244561,+,1,False
chr11,86672049,86672305,-,0,False
chr11,89491525,89491781,-,0,False
chr11,89589555,89589811,-,0,False
chr11,94543734,94543990,+,0,False
chr11,94583258,94583514,+,0,False
chr11,94705877,94706133,+,0,False
chr11,95066698,95066954,+,0,False
chr11,102162745,102163001,+,0,False
chr11,110296701,110296957,-,0,False
chr11,111602292,111602548,+,0,False
chr11,111911736,111911992,-,0,False
chr11,111911813,111912069,-,0,False
chr11,112961252,112961508,+,0,False
chr11,117199434,117199690,+,0,False
chr11,118342600,118342856,-,0,False
chr11,118344002,118344258,+,0,False
chr11,118344054,118344310,+,0,False
chr11,118572237,118572493,+,0,False
chr11,118627274,118627530,+,0,False
chr11,118925959,118926215,-,0,False
chr11,120137607,120137863,-,0,False
chr11,120138080,120138336,-,0,False
chr11,120138127,120138383,-,0,False
chr11,120336331,120336587,+,0,False
chr11,122655601,122655857,+,0,False
chr11,122838287,122838543,+,0,False
chr11,122882529,122882785,+,0,False
chr11,124673715,124673971,+,0,False
chr11,124887422,124887678,-,0,False
chr11,125680889,125681145,-,0,False
chr11,125787852,125788108,+,0,False
chr11,126067495,126067751,+,0,False
chr11,127001142,127001398,-,0,False
chr11,128693675,128693931,+,0,False
chr11,130069609,130069865,+,0,False
chr11,131370052,131370308,+,0,False
chr11,131370475,131370731,+,0,False
chr11,134276059,134276315,+,0,False
chr11,134276625,134276881,+,0,False
chr12,610574,610830,-,0,False
chr12,4273632,4273888,+,0,False
chr12,4273658,4273914,+,1,False
chr12,4273664,4273920,+,0,False
chr12,4273695,4273951,+,0,False
chr12,4273760,4274016,+,0,False
chr12,4273774,4274030,+,0,False
chr12,4273786,4274042,+,0,False
chr12,4589826,4590082,+,0,False
chr12,6374590,6374846,-,0,False
chr12,6384620,6384876,+,0,False
chr12,6537430,6537686,+,0,False
chr12,6646910,6647166,-,0,False
chr12,6813320,6813576,+,0,False
chr12,6827448,6827704,+,0,False
chr12,7060966,7061222,+,0,False
chr12,7091902,7092158,-,0,False
chr12,7503705,7503961,-,0,False
chr12,7503725,7503981,-,0,False
chr12,7503831,7504087,-,0,False
chr12,7503841,7504097,-,0,False
chr12,7711144,7711400,+,0,False
chr12,7711260,7711516,+,0,False
chr12,7711282,7711538,+,0,False
chr12,8180011,8180267,+,0,False
chr12,8742101,8742357,+,0,False
chr12,8914351,8914607,+,0,False
chr12,8914431,8914687,+,0,False
chr12,9240147,9240403,+,0,False
chr12,10010510,10010766,+,0,False
chr12,10388812,10389068,-,0,False
chr12,10388874,10389130,-,0,False
chr12,10599649,10599905,-,0,False
chr12,10883114,10883370,-,0,False
chr12,11393504,11393760,-,0,False
chr12,11393760,11394016,-,0,False
chr12,11393870,11394126,-,0,False
chr12,11649718,11649974,+,0,False
chr12,12049635,12049891,+,0,False
chr12,12562344,12562600,-,0,False
chr12,12787940,12788196,+,0,False
chr12,14770785,14771041,-,0,False
chr12,15984806,15985062,+,0,False
chr12,16606795,16607051,-,0,False
chr12,16606852,16607108,-,0,False
chr12,19088884,19089140,+,0,False
chr12,21437368,21437624,+,0,False
chr12,21526770,21527026,+,0,False
chr12,24813201,24813457,-,0,False
chr12,25052414,25052670,+,0,False
chr12,26833241,26833497,-,0,False
chr12,27970139,27970395,-,0,False
chr12,31118969,31119225,-,0,False
chr12,33439760,33440016,-,0,False
chr12,39443174,39443430,-,0,False
chr12,40692259,40692515,+,0,False
chr12,42589822,42590078,-,0,False
chr12,45292474,45292730,+,0,False
chr12,47307862,47308118,-,0,False
chr12,47772934,47773190,+,0,False
chr12,47819977,47820233,-,0,False
chr12,48119038,48119294,+,0,False
chr12,49033159,49033415,-,0,False
chr12,49129566,49129822,-,0,False
chr12,49367085,49367341,+,0,False
chr12,49489843,49490099,+,0,False
chr12,51083544,51083800,-,0,False
chr12,52079454,52079710,+,0,False
chr12,52171217,52171473,-,0,False
chr12,52241365,52241621,+,0,False
chr12,52518978,52519234,-,0,False
chr12,52679910,52680166,-,0,False
chr12,52902002,52902258,-,0,False
chr12,53207303,53207559,-,1,False
chr12,54033053,54033309,+,0,False
chr12,54385716,54385972,-,0,False
chr12,54830002,54830258,+,0,False
chr12,54973750,54974006,-,0,False
chr12,55688899,55689155,-,0,False
chr12,55712083,55712339,-,0,False
chr12,55715657,55715913,+,0,False
chr12,55720916,55721172,+,0,False
chr12,55973699,55973955,+,0,False
chr12,56158411,56158667,+,0,False
chr12,56688183,56688439,-,1,False
chr12,57016488,57016744,-,0,False
chr12,57016574,57016830,-,0,False
chr12,57525309,57525565,+,0,False
chr12,57737526,57737782,+,0,False
chr12,59664540,59664796,+,0,False
chr12,59664569,59664825,+,0,False
chr12,62850887,62851143,-,0,False
chr12,63821715,63821971,+,0,False
chr12,66169176,66169432,-,0,False
chr12,68610210,68610466,+,0,False
chr12,68842853,68843109,+,0,False
chr12,69271884,69272140,+,0,False
chr12,69360185,69360441,+,0,False
chr12,69576514,69576770,+,0,False
chr12,69589393,69589649,+,0,False
chr12,70242931,70243187,-,0,False
chr12,71158012,71158268,-,0,False
chr12,71754843,71755099,+,0,False
chr12,71839727,71839983,+,0,False
chr12,75209769,75210025,-,0,False
chr12,77324743,77324999,+,0,False
chr12,79217354,79217610,+,0,False
chr12,81758628,81758884,-,0,False
chr12,82373450,82373706,+,0,False
chr12,85878104,85878360,+,0,False
chr12,89352469,89352725,-,0,False
chr12,92466401,92466657,+,0,False
chr12,92466497,92466753,+,0,False
chr12,93503763,93504019,+,0,False
chr12,93569848,93570104,+,0,False
chr12,93572122,93572378,+,0,False
chr12,95648978,95649234,+,0,False
chr12,98895199,98895455,-,0,False
chr12,100503167,100503423,+,0,False
chr12,101210177,101210433,-,0,False
chr12,101830645,101830901,-,0,False
chr12,101877238,101877494,+,0,False
chr12,101877313,101877569,+,0,False
chr12,106302402,106302658,+,0,False
chr12,107093502,107093758,-,0,False
chr12,107775104,107775360,+,0,False
chr12,109116105,109116361,+,0,False
chr12,109530178,109530434,+,0,False
chr12,110742929,110743185,-,1,False
chr12,111033621,111033877,+,0,False
chr12,113056427,113056683,+,0,False
chr12,113057303,113057559,+,0,False
chr12,113057622,113057878,+,0,False
chr12,113185438,113185694,-,0,False
chr12,113244239,113244495,+,0,False
chr12,114684021,114684277,-,0,False
chr12,114684123,114684379,-,0,False
chr12,114684382,114684638,-,0,False
chr12,116547951,116548207,+,0,False
chr12,116881062,116881318,-,0,False
chr12,117361265,117361521,-,0,False
chr12,117968506,117968762,-,0,False
chr12,118981255,118981511,+,0,False
chr12,119179044,119179300,+,0,False
chr12,119334730,119334986,+,0,False
chr12,120224374,120224630,-,0,False
chr12,121296669,121296925,-,0,False
chr12,121296821,121297077,-,0,False
chr12,121804118,121804374,+,0,False
chr12,122129376,122129632,+,0,False
chr12,122364484,122364740,+,0,False
chr12,122592564,122592820,+,0,False
chr12,124294901,124295157,+,0,False
chr12,124389296,124389552,-,0,False
chr12,126736813,126737069,+,0,False
chr12,127881420,127881676,+,0,False
chr12,128853190,128853446,+,0,False
chr12,131894723,131894979,+,0,False
chr12,133125210,133125466,+,0,False
chr13,19957200,19957456,+,0,False
chr13,19958751,19959007,+,0,False
chr13,21673708,21673964,+,0,False
chr13,25095666,25095922,+,0,False
chr13,25301274,25301530,+,0,False
chr13,26977575,26977831,+,0,False
chr13,27968877,27969133,-,0,False
chr13,29496160,29496416,+,0,False
chr13,30422237,30422493,+,0,False
chr13,31199793,31200049,+,0,False
chr13,32315484,32315740,+,0,False
chr13,33205916,33206172,-,0,False
chr13,36431300,36431556,+,0,False
chr13,36431647,36431903,+,0,False
chr13,37000680,37000936,+,0,False
chr13,38349655,38349911,+,0,False
chr13,40982936,40983192,-,0,False
chr13,45194614,45194870,-,0,False
chr13,46182322,46182578,-,0,False
chr13,48001341,48001597,-,0,False
chr13,49496226,49496482,+,0,False
chr13,51339248,51339504,+,0,False
chr13,51861756,51862012,+,0,False
chr13,51861946,51862202,+,0,False
chr13,51910682,51910938,-,0,False
chr13,52159224,52159480,-,0,False
chr13,52159529,52159785,-,0,False
chr13,65311072,65311328,-,0,False
chr13,72774110,72774366,-,0,False
chr13,77918595,77918851,-,0,False
chr13,97179648,97179904,-,0,False
chr13,97976214,97976470,+,0,False
chr13,97976537,97976793,+,0,False
chr13,98143039,98143295,+,0,False
chr13,98577060,98577316,-,0,False
chr13,99957140,99957396,-,0,False
chr13,102310551,102310807,-,0,False
chr13,102799100,102799356,+,0,False
chr13,106376260,106376516,+,0,False
chr13,106376290,106376546,+,0,False
chr13,110615388,110615644,+,0,False
chr13,111316080,111316336,+,0,False
chr13,112978837,112979093,+,0,False
chr13,113231695,113231951,+,0,False
chr13,113449103,113449359,-,0,False
chr13,113547671,113547927,+,0,False
chr13,113970168,113970424,-,0,False
chr14,20436132,20436388,-,0,False
chr14,20587702,20587958,-,0,False
chr14,20609762,20610018,-,0,False
chr14,20609773,20610029,-,0,False
chr14,21262850,21263106,-,0,False
chr14,21712048,21712304,+,0,False
chr14,22873069,22873325,+,0,False
chr14,23376816,23377072,+,0,False
chr14,23388285,23388541,-,0,False
chr14,23407148,23407404,-,0,False
chr14,23415721,23415977,-,0,False
chr14,23416146,23416402,-,0,False
chr14,23417630,23417886,-,0,False
chr14,23424954,23425210,-,0,False
chr14,23429899,23430155,-,0,False
chr14,24036204,24036460,+,0,False
chr14,24146586,24146842,-,0,False
chr14,26598196,26598452,-,0,False
chr14,28765634,28765890,+,0,False
chr14,28766943,28767199,+,0,False
chr14,32494898,32495154,+,0,False
chr14,32494924,32495180,+,0,False
chr14,34485718,34485974,+,0,False
chr14,35467990,35468246,+,0,False
chr14,39103363,39103619,-,0,False
chr14,39432116,39432372,-,0,False
chr14,43300512,43300768,+,0,False
chr14,49893207,49893463,+,0,False
chr14,50231546,50231802,-,0,False
chr14,51599994,51600250,-,0,False
chr14,51651623,51651879,+,0,False
chr14,53956596,53956852,-,0,False
chr14,55123639,55123895,+,0,False
chr14,58331130,58331386,+,0,False
chr14,58427116,58427372,-,0,False
chr14,59483933,59484189,+,0,False
chr14,59630698,59630954,-,0,False
chr14,60169900,60170156,-,0,False
chr14,60397493,60397749,+,1,False
chr14,61569831,61570087,+,0,False
chr14,61695134,61695390,+,0,False
chr14,61695148,61695404,+,0,False
chr14,61695163,61695419,+,0,False
chr14,61695435,61695691,+,0,False
chr14,61695557,61695813,+,0,False
chr14,62117118,62117374,+,0,False
chr14,63864348,63864604,+,0,False
chr14,64766361,64766617,-,0,False
chr14,66507941,66508197,+,0,False
chr14,67241104,67241360,+,0,False
chr14,67857603,67857859,+,0,False
chr14,67864747,67865003,+,0,False
chr14,68979436,68979692,-,0,False
chr14,68979462,68979718,-,0,False
chr14,69768859,69769115,+,0,False
chr14,70188930,70189186,-,0,False
chr14,71320788,71321044,+,0,False
chr14,73569429,73569685,+,0,False
chr14,74611572,74611828,-,0,False
chr14,75522286,75522542,+,0,False
chr14,75605277,75605533,+,0,False
chr14,75632405,75632661,+,0,False
chr14,76154461,76154717,+,0,False
chr14,77321214,77321470,-,0,False
chr14,77377132,77377388,-,0,False
chr14,77616755,77617011,-,0,False
chr14,77761195,77761451,-,0,False
chr14,78614944,78615200,+,0,False
chr14,79313801,79314057,+,0,False
chr14,80954788,80955044,+,0,False
chr14,80955455,80955711,+,0,False
chr14,90404434,90404690,+,0,False
chr14,91113893,91114149,+,0,False
chr14,91836555,91836811,-,0,False
chr14,91947249,91947505,-,0,False
chr14,92106607,92106863,-,0,False
chr14,93206805,93207061,+,0,False
chr14,93206972,93207228,+,0,False
chr14,94173860,94174116,+,0,False
chr14,94173880,94174136,+,0,False
chr14,94323350,94323606,-,0,False
chr14,94323363,94323619,-,0,False
chr14,94323394,94323650,-,0,False
chr14,94383236,94383492,-,0,False
chr14,95714088,95714344,-,0,False
chr14,95714146,95714402,-,0,False
chr14,96256003,96256259,+,0,False
chr14,96502269,96502525,+,0,False
chr14,96502321,96502577,+,0,False
chr14,97978081,97978337,-,0,False
chr14,99603835,99604091,+,0,False
chr14,99945064,99945320,+,0,False
chr14,99971275,99971531,+,0,False
chr14,100019265,100019521,+,0,False
chr14,101823664,101823920,+,0,False
chr14,103335454,103335710,+,0,False
chr14,103563005,103563261,+,0,False
chr14,104085479,104085735,+,0,False
chr14,104953856,104954112,-,0,False
chr14,105065454,105065710,-,0,False
chr14,105478051,105478307,+,0,False
chr14,105742828,105743084,-,0,False
chr14,106012390,106012646,-,0,False
chr14,106025628,106025884,-,0,False
chr14,106108453,106108709,-,0,False
chr14,106154113,106154369,-,0,False
chr14,106324743,106324999,-,0,False
chr14,106360320,106360576,-,0,False
chr14,106401289,106401545,+,0,False
chr14,106470788,106471044,-,0,False
chr14,106482225,106482481,+,0,False
chr14,106639589,106639845,-,0,False
chr14,106762576,106762832,-,0,False
chr15,23565430,23565686,+,0,False
chr15,24954787,24955043,+,0,False
chr15,24954810,24955066,+,0,False
chr15,24956055,24956311,+,0,False
chr15,26866776,26867032,+,0,False
chr15,31372002,31372258,+,0,False
chr15,32718233,32718489,+,0,False
chr15,33310639,33310895,+,0,False
chr15,33968028,33968284,+,0,False
chr15,35236973,35237229,+,0,False
chr15,35236996,35237252,+,0,False
chr15,40323422,40323678,+,0,False
chr15,40470837,40471093,+,0,False
chr15,41559052,41559308,+,0,False
chr15,42359275,42359531,+,0,False
chr15,42359314,42359570,+,0,False
chr15,42359327,42359583,+,0,False
chr15,42359340,42359596,+,0,False
chr15,42404453,42404709,+,0,False
chr15,42457558,42457814,-,0,False
chr15,42920996,42921252,-,0,False
chr15,43522410,43522666,+,0,False
chr15,44884362,44884618,+,0,False
chr15,44956424,44956680,+,0,False
chr15,45022855,45023111,+,0,False
chr15,47716977,47717233,+,0,False
chr15,47717994,47718250,+,0,False
chr15,48877965,48878221,+,0,False
chr15,48878224,48878480,+,0,False
chr15,48878248,48878504,+,0,False
chr15,48878285,48878541,+,0,False
chr15,48878436,48878692,+,0,False
chr15,48878530,48878786,+,0,False
chr15,49422919,49423175,+,0,False
chr15,50119349,50119605,-,0,False
chr15,51751322,51751578,+,0,False
chr15,52024650,52024906,+,0,False
chr15,52557400,52557656,-,0,False
chr15,52557421,52557677,-,0,False
chr15,55408418,55408674,-,0,False
chr15,55408467,55408723,-,0,False
chr15,56733418,56733674,-,0,False
chr15,56918275,56918531,+,0,False
chr15,58138032,58138288,+,0,False
chr15,58149925,58150181,+,0,False
chr15,58431496,58431752,+,0,False
chr15,58749829,58750085,-,0,False
chr15,58864588,58864844,+,0,False
chr15,59206674,59206930,+,0,False
chr15,60402862,60403118,-,0,False
chr15,63504281,63504537,+,0,False
chr15,64387541,64387797,+,0,False
chr15,64916091,64916347,+,0,False
chr15,64989758,64990014,-,0,False
chr15,65286635,65286891,-,0,False
chr15,66293593,66293849,+,0,False
chr15,67098856,67099112,+,0,False
chr15,72163831,72164087,-,0,False
chr15,72208825,72209081,-,0,False
chr15,73684182,73684438,+,0,False
chr15,74695946,74696202,-,0,False
chr15,74781773,74782029,+,0,False
chr15,75368554,75368810,-,0,False
chr15,75456189,75456445,-,0,False
chr15,75903607,75903863,+,0,False
chr15,77484248,77484504,+,0,False
chr15,77787014,77787270,-,0,False
chr15,78131455,78131711,-,0,False
chr15,79090864,79091120,-,0,False
chr15,79310941,79311197,+,0,False
chr15,79896942,79897198,-,0,False
chr15,80177288,80177544,+,0,False
chr15,80403783,80404039,+,0,False
chr15,82298569,82298825,+,0,False
chr15,82372915,82373171,-,1,False
chr15,82540428,82540684,-,0,False
chr15,82540486,82540742,-,1,False
chr15,83207784,83208040,-,0,False
chr15,84570881,84571137,+,0,False
chr15,84631914,84632170,+,0,False
chr15,84839225,84839481,+,0,False
